"","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v69","v70","v71","v72","v73","v74","v75","v76","v77","v78","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15","i16","i17","i18","i19","i20","i21","i22","i23","i24","i25","i26","i27","i28","i29","i30","i31","i32","i33","i34","i35","i36","i37","i38","i39","i40","i41","i42","i43","i44","i45","i46","i47","i48","i49","i50","i51","i52","i53","i54","i55","i56","i57","i58","i59","i60","i61","i62","i63","i64","i65","i66","i67","i68","i69","i70","i71","i72","i73","i74","i75","i76","i77","i78","i79","i80","i81","i82","i83","i84","i85","i86","i87","i88","i89","i90","i91","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42"
"256",258,1,3,2,35,1,2,2,3,3,3,5,6,3,4,2,2,3,3,70,1,2,2,1,3,1,1,1,2,2,2,2,3,2,3,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,2,2,1,1,1,1,2,2,NA,NA,3,3,3,3,4,4,3,3,2,3,3,2,4,4,3,3,4,4,1,2,1,2,5,NA,5,NA,1,2,4,NA,1,2,1,2,1,2,1,2,5,NA,3,1,4,4,2,3,3,4,2,4,2,1,1,2,1,2,1,4,46,3,2,3,4,1,6,NA,15,1,3,1,2,1,4,4,3,3,2,1,19,4,22
"257",259,1,3,2,16,1,2,1,3,3,3,4,4,1,1,3,2,1,4,0,2,2,1,1,2,2,1,1,3,3,3,3,3,2,4,1,2,4,3,4,4,6,8,2,3,4,1,2,1,10,5,5,2,4,1,1,1,4,1,1,2,4,4,4,2,2,4,4,10,5,6,10,1,10,1,1,1,1,2,1,2,1,3,2,2,1,1,2,2,2,2,1,2,2,2,3,NA,2,2,4,4,4,4,2,2,4,4,1,4,4,3,5,1,5,5,3,2,1,3,2,1,2,3,1,3,2,1,1,2,3,3,2,4,4,4,3,2,3,4,2,4,4,4,3,4,4,1,3,1,3,1,3,1,2,1,2,1,2,1,3,1,2,1,2,5,NA,5,NA,3,5,1,4,2,3,4,5,3,4,2,1,1,1,1,2,1,4,52,2,2,1,3,4,6,NA,11,2,4,1,1,2,3,3,1,3,2,2,19,4,19
"258",260,1,2,2,19,1,2,2,2,2,2,4,7,1,1,3,3,2,4,50,1,3,2,1,3,1,1,2,3,4,3,3,3,2,2,4,3,1,2,6,5,7,8,2,2,5,1,6,2,9,8,7,4,3,1,1,3,1,2,1,2,3,3,3,2,3,4,3,8,1,1,6,1,10,7,7,1,1,2,1,2,1,3,1,2,1,1,2,2,2,2,2,2,2,1,4,3,NA,NA,3,3,3,3,3,4,3,4,1,4,5,3,5,1,5,5,1,2,3,2,2,1,2,2,1,2,2,1,3,4,3,3,3,4,4,3,3,2,3,4,2,4,4,4,3,4,4,1,3,1,3,5,NA,5,NA,1,3,4,NA,1,3,1,3,1,2,4,NA,5,NA,3,1,4,4,4,5,4,3,2,4,2,1,1,1,1,2,1,3,50,4,1,2,4,3,8,NA,10,2,4,1,1,3,3,3,3,3,1,1,19,4,19
"259",261,1,3,3,16,1,2,3,3,3,2,4,4,3,4,2,2,2,3,40,1,2,1,1,2,1,1,3,2,3,3,3,4,2,2,4,3,1,2,6,5,6,7,3,3,5,2,6,2,7,6,4,6,3,2,4,3,1,3,1,2,4,4,4,3,4,4,4,8,6,7,5,2,7,7,8,5,2,2,3,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,3,NA,3,4,3,3,3,3,2,3,3,3,4,3,3,3,4,3,3,3,3,NA,1,2,2,1,1,2,1,2,2,1,2,3,5,5,3,1,4,4,3,2,2,2,2,4,3,3,3,3,4,1,2,1,2,5,NA,5,NA,1,3,4,NA,1,3,1,2,1,2,4,NA,5,NA,3,5,1,2,4,5,3,3,2,2,2,1,1,1,1,2,1,4,45,3,2,1,4,3,6,NA,12,NA,3,1,3,1,4,4,1,3,2,2,19,4,18
"260",262,1,2,2,9,1,2,1,3,3,3,2,4,1,1,3,2,1,4,30,1,2,2,1,2,1,2,3,4,3,4,4,4,2,3,4,3,2,1,5,2,7,10,1,6,4,1,3,1,10,7,5,1,5,1,1,1,4,1,1,2,4,4,4,2,2,4,4,10,1,1,1,1,10,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,3,NA,2,2,4,4,4,4,3,2,4,4,1,4,4,3,4,2,4,5,NA,1,1,3,2,1,2,3,1,3,2,1,1,2,3,3,1,2,3,3,3,2,3,2,2,2,2,3,2,2,4,1,3,1,3,1,3,1,2,1,3,1,2,1,2,1,3,1,2,4,NA,1,2,3,5,1,4,4,3,4,2,3,4,2,1,1,1,1,2,1,4,22,3,2,1,3,4,8,NA,12,2,3,1,2,1,4,4,2,2,1,2,19,4,18
"261",263,1,5,4,3,2,1,5,5,1,1,7,7,1,1,1,3,4,1,99,1,NA,1,1,1,1,3,1,1,4,2,2,2,4,4,4,3,2,1,4,8,1,1,10,1,5,6,10,6,1,8,1,10,5,6,4,4,2,1,1,3,1,1,1,1,1,1,1,1,10,6,1,7,1,10,6,1,1,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,2,7,NA,4,4,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,2,1,1,2,1,1,1,1,2,1,1,1,1,5,5,3,4,4,4,1,1,1,1,1,1,1,2,1,1,1,5,NA,2,3,2,3,3,NA,2,3,2,3,5,NA,2,3,2,3,2,3,3,2,3,1,4,4,4,5,4,4,2,1,5,2,2,2,2,3,1,1,60,4,4,1,3,2,6,NA,17,1,5,2,NA,4,4,2,2,3,1,1,19,4,21
"262",264,1,2,3,30,2,1,5,4,2,2,4,7,1,1,1,3,3,3,50,1,2,1,1,3,1,1,2,2,2,4,4,4,2,2,4,3,1,2,3,4,7,2,4,1,NA,NA,3,NA,2,4,1,4,1,1,2,3,4,1,1,2,4,3,2,2,2,2,2,4,5,4,7,1,5,5,5,6,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,NA,2,3,4,3,4,1,2,3,3,2,2,3,3,2,1,5,5,3,NA,1,2,2,1,1,1,1,2,2,1,2,3,3,5,3,4,4,3,1,2,3,4,3,4,4,4,3,4,4,2,1,2,3,2,3,5,NA,2,1,4,NA,4,NA,1,3,1,2,4,NA,5,NA,3,3,1,3,3,4,3,2,2,3,1,2,2,1,2,1,1,3,58,4,2,4,3,1,3,90,20,1,4,2,NA,4,2,2,3,4,1,2,19,4,22
"263",265,1,3,3,2,1,2,3,3,3,2,3,3,2,3,2,2,2,3,50,1,2,2,1,1,1,2,2,3,3,4,4,4,2,3,4,1,3,2,9,4,5,9,1,7,10,1,2,1,9,7,8,3,6,1,4,3,4,3,1,2,4,4,3,3,3,4,4,10,7,10,8,4,9,8,8,9,5,2,3,1,2,3,1,2,2,1,2,2,2,1,2,2,1,1,2,4,3,3,4,4,4,3,3,4,4,4,2,3,3,3,4,4,4,3,3,2,1,2,2,1,1,2,1,2,2,1,1,3,3,4,1,2,3,3,4,2,3,2,2,2,4,4,1,3,3,1,2,1,3,3,1,3,2,1,3,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,3,4,3,2,3,4,4,2,3,3,2,3,1,1,1,2,2,4,26,3,2,1,4,3,6,NA,12,2,5,1,2,2,3,2,2,3,2,2,24,4,22
"264",266,1,3,2,16,1,2,3,2,2,2,4,4,3,1,3,2,2,3,50,1,2,1,2,1,1,3,2,2,2,3,3,2,3,3,2,1,4,3,7,5,4,8,4,4,5,1,6,2,8,7,6,5,4,1,1,4,3,2,1,NA,3,4,4,3,3,3,3,6,5,5,6,1,8,8,4,3,1,2,1,2,5,NA,2,2,2,1,1,2,2,2,1,2,2,2,2,NA,1,3,3,4,3,4,3,3,3,3,1,3,4,5,3,2,4,4,1,2,1,1,2,1,1,1,1,1,2,1,1,2,3,4,3,4,4,3,4,2,3,4,2,4,4,4,3,4,4,1,2,1,3,2,NA,5,NA,4,NA,4,NA,4,NA,1,3,1,3,4,NA,5,NA,3,1,4,4,2,3,3,3,3,4,2,1,1,1,1,4,1,4,24,3,1,2,4,3,6,NA,12,NA,4,1,1,2,3,2,2,3,2,1,24,4,22
"265",267,1,3,3,35,2,1,4,3,2,2,5,7,4,1,2,2,2,3,70,1,3,4,2,2,1,1,3,1,2,3,4,3,3,4,3,4,2,1,4,10,1,1,9,1,5,1,10,1,1,9,1,8,1,1,1,2,4,1,1,2,3,4,3,4,4,3,4,1,9,7,1,1,1,10,6,1,1,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,1,5,NA,NA,NA,3,4,4,1,4,4,4,4,2,2,3,3,3,3,3,3,3,1,3,1,2,3,1,3,3,2,2,1,1,3,2,4,2,2,2,4,2,2,3,3,3,3,2,2,1,3,3,1,3,5,3,2,1,1,2,2,3,2,1,2,1,2,1,2,3,2,1,3,2,3,6,2,2,2,2,NA,3,1,2,1,2,2,2,5,13,1,2,19,4,1,4,3,2,6,NA,12,2,1,2,NA,5,8,4,2,2,1,2,24,4,22
"266",268,1,2,2,98,1,2,3,3,3,3,2,5,1,5,3,2,2,3,50,2,2,3,1,2,2,2,3,3,3,3,4,3,2,2,4,3,1,2,8,7,8,10,6,8,8,3,6,2,10,7,6,7,3,1,2,2,1,1,1,2,4,4,4,4,4,4,4,10,7,8,8,1,10,7,8,5,4,2,1,2,1,3,1,2,1,1,1,2,2,2,1,2,2,2,2,NA,4,4,3,3,3,4,3,4,4,3,3,4,4,3,3,3,4,4,1,2,1,1,1,1,1,1,1,2,1,1,1,4,5,5,2,1,3,3,2,2,2,2,2,4,4,3,3,2,2,1,2,1,2,1,2,1,3,1,2,1,2,1,2,1,3,1,3,4,NA,5,NA,3,5,1,3,4,5,4,1,3,3,2,1,1,1,1,2,1,4,50,3,2,1,3,4,1,NA,12,2,4,1,1,2,4,4,1,3,1,2,24,4,22
"267",269,1,4,3,9,3,7,3,3,3,3,4,7,1,1,2,3,3,3,70,1,NA,1,1,1,1,1,2,3,3,4,4,3,3,2,4,2,1,3,10,7,8,8,6,4,10,1,7,1,7,5,4,7,4,1,2,2,2,3,1,3,3,3,4,2,2,4,4,6,6,8,NA,NA,5,4,10,NA,NA,2,3,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,4,3,NA,NA,3,4,4,4,2,2,4,4,2,3,3,4,5,3,4,5,3,2,1,1,3,1,3,3,1,3,2,1,1,3,4,4,3,3,4,3,2,2,3,2,2,4,4,3,3,NA,NA,3,1,3,1,3,2,3,1,3,1,3,1,3,1,3,2,3,1,3,1,3,1,3,4,3,3,3,3,3,4,2,2,7,3,5,2,4,12,1,3,47,3,2,4,1,3,6,NA,10,2,3,1,1,2,4,4,3,3,1,1,24,4,22
"268",270,1,5,4,3,2,1,4,3,2,2,7,7,1,1,2,3,3,2,99,1,2,1,1,2,1,2,3,1,2,4,4,4,2,2,4,3,1,2,5,10,4,1,7,5,5,5,10,3,1,10,1,10,1,5,3,3,2,2,1,2,4,4,4,4,4,4,4,1,10,5,4,2,1,10,5,4,2,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,2,6,NA,3,3,4,4,4,4,4,4,4,4,1,1,5,5,5,1,2,1,3,2,1,1,2,1,1,1,1,2,1,1,1,4,5,5,2,4,4,4,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,4,4,4,3,4,3,6,2,2,1,2,2,2,2,1,1,2,31,4,1,4,2,3,9,NA,18,1,2,1,2,1,3,1,2,2,1,1,8,4,28
"269",271,1,5,4,3,2,1,4,4,2,2,5,7,4,1,2,3,3,2,99,1,2,3,1,2,1,3,3,1,4,4,4,4,1,1,4,3,1,2,5,10,5,1,3,5,5,5,10,5,1,10,1,10,1,5,4,2,1,2,2,3,4,4,4,4,4,4,4,1,10,5,5,1,1,10,5,5,1,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,1,1,6,NA,3,3,4,4,4,4,4,4,4,4,1,1,1,3,4,1,4,1,3,2,1,3,2,1,1,1,1,2,3,1,1,3,5,5,2,4,4,4,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,6,4,4,4,5,4,1,2,2,1,2,2,2,4,12,1,NA,89,4,1,2,4,3,3,48,8,2,5,2,NA,5,1,1,2,4,1,1,8,4,28
"270",272,1,4,4,3,2,1,3,3,2,2,2,7,3,2,2,3,3,2,99,1,2,1,1,1,1,3,2,1,3,3,4,3,1,1,4,1,3,2,5,10,5,1,5,5,1,4,10,4,1,10,1,10,1,4,3,2,2,2,2,3,4,4,4,4,4,4,4,1,10,4,3,1,1,10,4,3,1,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,1,5,NA,3,3,4,4,4,4,4,4,4,3,1,1,4,4,4,1,4,1,3,2,1,1,2,1,3,3,1,2,3,1,1,4,5,5,2,4,4,4,1,1,1,1,3,1,1,2,1,1,4,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,1,4,4,4,5,4,1,2,2,1,2,2,2,4,12,1,2,92,4,2,1,3,4,3,60,12,2,5,2,NA,5,1,1,2,4,1,2,8,4,28
"271",273,1,4,3,9,3,7,3,3,2,3,3,3,1,4,2,2,2,3,50,1,1,4,1,2,1,2,3,3,3,3,3,3,2,3,4,1,3,2,8,4,5,6,3,4,9,1,5,1,5,5,3,4,4,1,3,1,4,1,2,3,2,4,3,4,4,4,4,10,10,10,10,1,7,8,9,7,1,2,3,2,3,2,1,2,2,1,2,2,2,1,2,2,2,1,4,3,NA,2,3,4,4,4,3,4,4,4,1,2,2,2,2,2,2,2,3,2,1,1,2,1,1,2,1,2,2,1,1,1,3,3,2,4,3,1,2,2,3,3,3,3,3,3,3,4,4,3,1,1,2,3,1,3,1,3,1,2,1,2,1,3,1,2,1,2,1,3,1,3,2,4,2,3,2,2,1,2,4,7,3,1,3,1,2,1,4,31,3,2,1,4,3,7,NA,12,2,4,1,1,3,4,5,1,4,2,2,8,4,25
"272",274,1,3,4,98,2,1,4,3,1,1,7,7,4,3,1,2,2,1,50,1,3,1,1,3,1,2,1,1,1,1,1,1,2,1,4,3,2,1,8,10,5,2,9,2,8,6,10,8,2,10,2,10,2,4,1,3,3,1,2,NA,4,3,3,4,3,4,4,8,10,8,7,7,5,10,8,6,6,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,2,7,NA,3,3,3,3,4,3,3,3,4,3,1,2,2,2,4,3,4,4,3,2,3,3,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,3,1,1,1,1,3,4,1,1,1,2,2,2,2,1,2,1,33,4,1,4,2,3,9,NA,12,2,4,1,2,1,3,2,2,3,1,2,8,4,26
"273",275,1,4,3,3,2,1,4,3,2,2,6,7,1,1,2,3,2,2,99,1,2,1,1,2,NA,3,1,1,3,4,4,4,2,2,4,3,1,2,5,10,5,1,7,4,6,NA,10,3,1,8,2,10,1,2,3,2,1,2,1,2,4,4,4,4,4,4,4,1,10,6,5,2,1,10,6,5,2,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,1,5,NA,3,3,4,4,4,4,4,2,3,3,1,1,5,5,5,1,4,1,3,NA,1,3,2,1,3,1,1,2,3,1,1,3,4,5,2,3,3,4,1,1,1,1,3,4,1,2,1,1,1,2,1,2,1,2,1,5,NA,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,3,3,3,4,5,4,3,2,3,1,2,2,2,1,2,1,2,35,4,1,4,2,3,3,90,10,2,NA,1,4,2,5,5,3,3,1,1,8,4,26
"274",276,1,5,4,38,2,1,5,3,2,2,7,7,1,1,2,3,3,2,99,1,3,1,1,3,1,4,2,1,4,4,4,3,4,2,4,3,1,2,5,10,5,1,3,1,5,3,10,2,1,9,1,10,1,5,3,4,2,1,1,2,1,1,1,1,1,1,1,1,10,5,1,5,1,9,5,5,2,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,2,7,NA,4,4,1,2,2,2,2,2,2,2,2,1,3,3,5,1,5,1,1,2,1,1,2,1,1,3,3,2,1,1,1,1,5,5,2,1,2,4,1,3,1,1,1,4,1,2,1,4,1,2,1,2,1,2,1,5,1,2,1,2,1,2,1,2,1,2,1,2,1,5,1,3,3,2,2,3,3,4,3,2,2,1,2,2,2,2,1,3,2,58,4,1,4,2,3,10,NA,13,2,2,2,NA,1,4,2,2,2,1,1,8,4,26
"275",277,1,3,3,37,8,7,3,3,3,2,5,5,3,3,1,2,3,2,99,1,3,2,1,3,1,2,3,1,3,3,4,4,2,2,3,4,1,2,8,9,5,4,8,4,8,6,8,5,4,9,5,8,3,5,1,2,3,2,1,2,3,4,4,3,4,4,4,5,7,7,5,6,5,7,7,5,5,2,5,NA,4,NA,1,1,2,2,2,2,2,2,2,2,2,2,6,NA,3,3,3,4,4,4,3,4,4,3,1,3,1,1,2,1,1,1,1,2,1,3,3,1,1,3,3,2,3,1,1,2,4,5,2,3,2,2,3,1,3,1,3,3,3,3,1,3,3,5,NA,2,3,2,1,5,NA,4,NA,4,NA,2,1,2,1,2,1,4,NA,2,1,3,1,3,3,2,2,3,2,3,2,99,0,2,1,2,1,1,2,30,3,1,2,4,3,9,NA,12,2,3,1,2,2,4,3,2,3,1,2,8,4,25
"276",278,1,4,4,8,NA,2,5,4,2,2,5,5,5,4,2,2,2,2,99,1,2,2,1,2,1,2,2,1,3,4,4,3,2,2,4,3,1,2,10,5,5,2,3,5,10,2,5,2,1,5,1,1,1,4,3,2,2,3,NA,NA,4,4,4,4,4,4,4,1,5,10,4,3,1,5,10,4,3,2,3,2,3,2,1,1,2,2,2,2,1,1,2,2,2,1,4,3,NA,2,3,3,3,3,3,3,3,3,1,1,3,3,4,1,4,1,2,2,1,1,2,1,1,3,1,2,2,1,1,4,5,4,2,3,3,4,1,3,3,1,3,4,1,2,1,4,4,4,NA,4,NA,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,4,3,3,4,5,3,7,2,3,7,3,2,3,1,2,1,3,68,4,1,2,4,3,7,NA,10,2,1,1,5,1,4,2,1,1,1,2,15,4,25
"277",279,1,1,1,4,1,2,3,3,4,4,1,7,7,7,4,1,1,4,0,2,1,4,2,3,2,1,3,4,1,2,2,2,1,1,2,1,3,4,3,1,5,10,1,10,4,1,6,1,10,1,10,1,10,1,3,1,2,3,1,2,4,4,4,4,4,4,4,10,6,5,5,1,10,1,5,7,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,NA,3,3,4,4,4,4,4,4,4,4,4,1,5,5,5,5,5,5,1,2,1,1,1,1,1,3,1,1,2,1,1,4,5,5,2,2,3,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,5,3,3,3,3,NA,5,2,4,2,1,1,1,1,2,2,NA,57,4,1,2,4,3,1,49,16,2,NA,1,1,3,4,4,2,3,1,2,15,4,24
"278",280,1,4,4,9,2,1,5,4,2,2,6,1,1,1,1,3,2,1,99,1,2,1,1,2,1,2,3,1,3,4,4,3,2,2,4,3,1,2,7,10,5,1,7,5,7,5,10,4,1,9,1,NA,1,5,3,2,3,1,1,2,4,4,4,4,4,4,2,1,10,7,5,3,1,10,7,5,3,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,1,6,NA,2,2,4,4,3,4,4,3,3,1,1,1,4,5,5,2,4,1,2,2,1,1,2,1,1,1,1,2,3,1,1,4,5,5,2,2,3,4,1,1,1,1,3,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,4,3,3,3,4,3,6,2,NA,1,2,2,2,1,11,1,1,39,4,4,1,2,3,3,72,12,2,4,1,1,2,2,3,1,3,1,2,15,4,25
"279",281,1,2,3,9,1,2,2,3,3,3,1,1,NA,4,2,2,2,3,50,1,2,3,1,2,2,1,2,4,4,4,4,1,2,3,1,4,2,3,4,4,5,10,1,3,4,1,3,2,10,6,5,4,3,1,3,2,2,2,1,3,3,3,3,3,3,3,3,10,8,8,6,8,10,7,7,7,6,2,1,3,1,3,2,2,1,1,2,2,2,2,2,2,2,2,2,NA,3,2,2,3,2,2,2,2,2,2,2,3,3,3,3,2,2,2,1,2,1,1,3,1,1,2,2,3,2,1,1,2,3,4,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,3,3,3,3,1,1,1,1,1,2,1,1,1,1,2,1,4,58,3,1,2,4,3,8,NA,8,NA,4,1,1,2,3,2,3,3,2,1,34,4,20
"280",282,1,4,3,3,3,1,5,3,2,1,7,7,1,1,2,2,2,1,70,1,4,1,1,2,1,3,2,1,4,4,4,3,2,2,3,4,1,2,5,8,3,3,5,NA,9,3,7,2,3,6,4,8,3,6,1,3,2,3,1,2,1,4,4,4,4,4,3,1,9,9,1,1,1,5,5,1,1,2,2,3,2,3,1,1,2,2,2,2,2,1,2,2,1,1,7,NA,3,4,1,2,4,4,4,NA,3,3,1,1,3,4,3,3,4,3,2,2,1,1,2,1,1,2,2,2,1,1,1,2,3,5,3,3,3,1,3,1,1,1,1,4,2,3,1,2,4,3,1,5,NA,3,1,2,1,4,NA,2,1,2,1,3,1,2,1,3,1,3,1,3,5,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,35,3,1,2,4,3,8,NA,12,2,1,1,4,2,5,6,1,2,1,1,34,4,27
"281",283,1,5,4,9,2,1,5,5,4,4,6,7,2,1,2,3,3,2,99,1,2,2,1,2,1,2,3,1,3,4,4,4,3,3,4,1,3,2,7,10,5,1,6,5,7,4,10,3,1,8,1,10,1,4,3,2,1,3,1,2,4,4,4,4,3,4,1,1,10,7,5,1,1,10,7,5,1,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,1,6,NA,3,3,4,4,4,4,4,4,4,3,1,1,4,4,5,1,4,1,2,2,1,1,2,1,1,3,1,2,3,1,1,4,5,5,2,2,3,4,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,4,4,4,3,4,3,6,2,3,1,2,2,2,1,2,NA,NA,56,3,1,2,4,3,2,50,12,2,5,2,4,4,4,4,2,3,1,2,34,4,26
"282",284,1,4,4,3,2,1,5,3,1,2,6,7,1,1,2,2,2,1,80,1,2,2,1,3,1,2,2,1,3,4,4,4,1,3,4,3,1,2,6,10,5,4,8,5,9,1,10,2,3,10,4,10,5,5,3,2,1,3,1,2,4,4,4,4,4,4,4,6,10,10,4,1,2,10,10,NA,NA,2,2,3,2,3,1,2,2,2,2,2,1,1,2,2,1,1,4,3,NA,NA,4,4,4,4,4,4,4,4,4,1,NA,3,4,3,5,1,3,1,1,1,2,1,1,3,1,2,3,1,1,2,4,5,1,1,NA,3,2,NA,3,1,3,4,NA,3,1,1,NA,4,NA,4,NA,3,1,3,NA,2,3,2,NA,2,NA,2,NA,2,1,4,NA,3,NA,3,5,1,2,3,2,4,1,2,3,99,2,2,2,2,1,NA,NA,46,3,2,NA,NA,NA,4,NA,NA,2,NA,1,4,1,7,5,2,2,1,2,1,4,26
"283",285,1,4,4,2,3,7,5,4,1,1,1,7,1,1,2,3,3,3,50,2,3,4,1,1,1,2,3,1,3,4,4,3,2,3,1,2,4,3,10,6,10,3,10,1,10,1,6,1,1,3,1,1,1,1,4,3,2,2,2,NA,1,4,4,2,4,4,4,1,10,10,10,5,1,6,10,10,1,2,3,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,4,3,3,3,2,3,3,2,1,3,3,3,1,3,4,4,3,3,3,2,3,2,1,3,2,1,1,2,1,3,2,1,1,2,1,4,2,3,2,3,1,1,1,1,1,1,3,3,1,3,4,4,2,4,3,2,1,3,1,4,3,5,1,4,1,3,1,3,1,3,1,3,1,3,6,2,1,1,4,4,2,2,3,7,3,2,2,1,2,2,3,38,3,2,1,3,4,7,NA,12,2,1,1,3,2,3,2,2,3,1,2,1,4,25
"284",286,1,2,2,2,7,7,3,3,3,3,7,1,1,4,3,3,3,4,10,2,3,3,1,2,1,1,3,2,3,4,4,3,2,2,2,4,1,3,9,9,7,7,5,4,9,1,8,1,7,7,4,6,5,1,4,1,4,1,3,NA,1,1,1,1,1,1,1,6,5,7,4,1,7,5,5,5,1,2,4,5,3,NA,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,4,3,3,3,3,3,3,3,3,1,1,1,2,3,1,1,1,3,1,1,1,3,1,1,2,2,2,2,1,1,2,5,5,1,3,3,1,2,2,2,2,2,2,2,4,2,2,2,1,NA,1,NA,1,NA,4,NA,1,3,1,3,1,3,1,3,1,3,1,3,1,3,3,4,2,2,3,1,3,5,3,NA,2,1,1,1,1,2,1,5,22,4,2,1,4,3,8,NA,12,2,3,1,2,1,4,5,2,2,1,1,1,4,25
"285",287,1,1,1,30,1,2,1,1,4,4,4,2,2,4,2,4,4,3,0,2,4,3,1,3,2,2,3,4,3,4,4,4,2,2,4,1,2,3,6,6,6,10,5,4,7,1,4,1,10,3,6,6,3,1,2,1,4,1,1,NA,1,1,1,1,1,1,1,10,1,6,6,1,10,1,7,5,1,2,1,5,1,5,2,2,1,1,1,1,2,2,2,2,2,2,1,1,4,4,1,2,2,1,2,2,2,2,1,2,4,4,4,3,4,4,1,2,1,1,3,1,1,3,3,3,3,1,3,4,4,5,1,2,4,3,2,2,2,2,2,2,2,4,2,2,3,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,3,4,1,1,3,1,4,5,1,4,2,1,1,1,1,2,2,5,51,4,2,1,3,4,8,NA,16,1,3,1,2,1,5,5,1,2,1,2,1,4,25
"286",288,1,3,3,29,7,12,5,4,3,3,7,1,1,5,2,3,3,4,0,2,1,3,1,2,2,1,1,1,1,2,3,3,3,3,4,1,2,3,6,7,6,6,6,10,9,1,5,1,5,7,7,5,9,1,4,1,2,1,2,3,4,4,4,4,4,4,4,5,7,10,3,1,5,7,10,3,1,2,4,NA,4,NA,1,1,2,2,2,2,1,1,2,2,1,1,5,4,4,2,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,NA,NA,3,3,1,1,1,3,1,NA,2,1,1,4,2,2,2,4,4,1,3,2,2,3,3,3,3,4,3,3,3,4,NA,1,NA,3,2,5,NA,5,NA,5,NA,1,NA,4,NA,1,NA,1,NA,1,NA,3,2,2,2,1,3,4,5,3,4,4,2,2,2,5,13,2,3,18,2,2,4,1,3,8,NA,12,2,3,2,NA,5,5,6,3,3,2,2,1,4,25
