"","caseid","id_svv_2","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","a85","a86","a87","a88","a89","a90","a91","a92","a93","a94","a95","a96","a97","b6","b7","b11","b13","b15","b17","b19","b21","b23","b25","b26","b27","b28","b29","b30","b31","b32","b33","b34","b35","b36","b37","b38","b39","b40","b41","b42","b43","b44","b45","b46","b47","b48","b49","b50","b51","b52","b53","b54","b55","b56","b57","b58","b59","b60","b61","b62","b63","b64","b66","b67","b69","b70","b71","b72","b73","b75","b78","b81","b84","b87","b89","b91","b93","c6","c9","c12","c15","c18","c21","c24","c27","c28","c29","c30","c31","c32","c33","c34","c36","c38","c40","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c56","c57","c60","c62","c63","c65","c67","c68","c69","c72","c75","c77","c78","c80","c81","c82","c84","c86","c87","c88","c89","c90","c93","c94","day","month","origin","d5","d6","d8","d10","d11","d13","d14","d15","d16","d17","d18","d19","d20","d21","d23","d24","d25","d26","d27","d28","d29","d30","d31","d33","d34","d36","d37","d38","d40","sevev"
"1452",1735,NA,2,2,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,NA,3,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1,4,3,3,3,2,3,NA,1,2,NA,NA,NA,2,8,6,4,2,4,4,5,59,8,2,4,6,5,10,4,2,2,4,5,NA,5,NA,5,NA,5,4,2,4,4,5,4,1,1,2,2,2,1,2,NA,5,10,3,8,8,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,4,NA,2,3,1,2,NA,3,NA,1,NA,5,2,5,NA,NA,2,1,100,50,20,NA,40,15,11,NA,80,30,40,70,30,30,50,8,4,3,7,4,4,8,27,2,1,1,2,1,2,4,3,NA,NA,NA,NA,8,8,8,74,3,28,47,NA,NA,NA,NA,NA,28,28,4,NA,"22",3,NA,3,2,3,1,2,1,135,1,2,22,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1453",1736,24,5,4,8,NA,NA,NA,NA,NA,2,2,NA,NA,NA,4,3,NA,NA,2,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,3,2,4,4,4,1,3,NA,1,4,NA,NA,NA,1,1,1,1,1,1,1,1,67,1,1,1,1,1,1,1,1,1,1,5,NA,5,NA,4,NA,5,5,5,5,5,5,8,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,8,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,2,NA,2,1,1,NA,5,NA,NA,1,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,98,3,1,1,2,4,3,NA,NA,NA,NA,8,8,8,48,1,1,NA,NA,NA,NA,NA,NA,70,70,12,2,"72",3,NA,2,1,3,1,1,1,131,1,2,22,3,8,1,13,17,2,3,4,1,5,4,5,5,5,5,19,5,3,5,2,5,2,3,1,48,1,12,1,1,30,3,2
"1454",1737,NA,4,3,1,NA,NA,NA,NA,NA,3,2,NA,NA,NA,3,2,NA,NA,2,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,2,4,3,2,2,2,2,NA,3,3,NA,NA,NA,4,8,5,1,6,3,3,1,59,6,2,1,6,2,7,3,3,2,1,1,2,1,2,1,2,2,1,2,2,3,2,3,2,1,2,2,1,1,2,NA,6,8,5,6,6,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,3,1,2,3,1,2,NA,2,NA,5,25,4,9,3,NA,NA,1,1,90,20,30,NA,40,10,7,NA,80,20,10,60,30,80,0,9,1,1,4,5,8,1,27,10,1,3,1,2,1,4,3,NA,NA,NA,NA,8,3,1,34,1,1,NA,NA,NA,NA,NA,NA,1,NA,19,1,"02",4,NA,4,4,2,1,1,1,135,1,2,22,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1455",1738,624,2,3,1,NA,NA,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,3,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,3,4,4,4,1,3,3,NA,2,3,NA,NA,NA,3,1,1,6,1,3,10,1,64,1,1,8,1,1,5,1,1,5,4,1,2,2,1,6,2,3,2,2,3,3,3,1,2,3,2,3,2,2,2,NA,10,7,1,0,7,9,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,2,3,2,3,2,3,NA,5,NA,5,1,3,2,4,NA,NA,1,4,100,20,40,50,30,15,18,12,60,50,0,0,40,30,0,1,8,6,2,10,NA,1,31,3,4,1,5,2,1,3,4,NA,NA,NA,NA,8,8,1,20,2,16,91,1,NA,5,1,2,16,16,12,2,"90",4,NA,4,4,3,1,2,1,129,1,2,22,3,3,1,4,51,4,5,4,2,1,2,5,5,3,4,17,4,4,2,4,4,2,3,2,20,1,12,1,1,3,4,2
"1456",1739,68,3,3,17,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,4,3,4,2,1,1,4,NA,1,1,NA,NA,NA,3,5,8,2,4,2,2,2,60,5,6,2,8,4,6,3,5,3,2,3,1,3,1,3,1,4,2,2,2,2,2,3,2,1,1,1,1,1,3,NA,5,7,5,6,7,8,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,NA,4,NA,3,1,3,2,NA,3,NA,5,2,5,4,5,NA,NA,1,3,75,75,50,NA,39,22,18,NA,90,30,50,60,30,70,10,10,2,2,8,1,8,1,27,5,3,2,1,1,4,2,3,NA,NA,NA,NA,1,3,1,73,2,25,NA,NA,NA,NA,NA,NA,25,25,18,1,"Y3",4,NA,3,2,4,1,1,1,420,1,2,22,3,3,1,3,19,2,6,4,2,3,3,4,4,2,4,18,4,3,4,3,2,3,4,1,73,1,16,1,1,30,3,2
"1457",1740,758,5,4,9,NA,NA,NA,NA,NA,2,2,NA,NA,NA,4,4,NA,NA,4,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,1,3,2,3,2,3,2,NA,4,4,NA,NA,NA,2,1,1,7,1,10,10,10,63,1,1,8,1,8,7,6,1,8,10,2,1,2,1,2,1,2,5,4,1,1,1,3,1,3,3,1,1,1,1,NA,10,8,0,0,9,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,2,1,2,1,2,1,NA,5,NA,1,NA,1,NA,5,NA,NA,2,5,80,50,80,100,30,20,18,5,60,80,45,30,60,20,0,1,1,8,1,5,1,1,29,3,5,98,5,2,1,4,3,NA,NA,NA,NA,1,3,1,19,3,1,NA,NA,NA,NA,NA,NA,1,1,12,2,"53",4,NA,8,6,3,1,2,1,392,1,2,22,3,6,1,5,47,4,6,4,2,3,3,5,5,5,3,19,5,5,5,5,5,4,3,2,19,1,12,1,1,4,4,2
"1458",1741,NA,4,3,20,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,3,2,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,3,4,3,3,2,3,3,NA,2,3,NA,NA,NA,2,5,9,4,7,2,1,5,60,6,10,4,5,5,7,2,8,4,5,3,2,2,1,3,1,4,3,3,3,4,3,3,3,2,2,2,2,2,2,NA,0,8,2,5,6,9,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,3,2,3,1,3,1,NA,1,NA,4,2,5,1,4,NA,NA,1,3,90,75,60,NA,35,25,15,NA,80,80,60,75,60,70,65,8,5,4,7,3,9,4,32,1,3,14,1,2,1,3,4,NA,NA,NA,NA,8,8,1,28,2,1,NA,NA,NA,NA,NA,NA,1,1,20,1,"Y5",1,NA,3,2,2,1,1,1,135,1,2,22,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1459",1742,67,3,2,2,NA,NA,NA,NA,NA,3,4,NA,NA,NA,2,2,NA,NA,4,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,3,4,3,3,2,2,2,NA,3,4,NA,NA,NA,2,7,2,5,2,5,5,5,59,9,10,10,1,1,1,10,1,1,10,1,2,1,2,1,2,4,2,4,2,4,4,NA,4,1,1,4,4,4,4,NA,6,8,7,6,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,4,NA,4,2,4,NA,NA,3,NA,1,1,5,2,1,NA,NA,1,1,100,60,70,NA,NA,NA,NA,NA,90,80,60,60,90,50,90,6,6,1,1,6,4,3,42,2,1,1,2,1,2,3,4,NA,NA,NA,NA,1,2,1,34,2,1,NA,NA,NA,NA,NA,NA,1,1,12,2,"64",2,NA,NA,4,3,1,1,1,65,1,2,22,3,6,1,14,44,2,4,3,2,4,2,5,3,4,4,17,5,4,4,4,3,2,4,1,34,1,12,1,1,30,3,2
"1460",1743,NA,3,4,32,NA,NA,NA,NA,NA,2,1,NA,NA,NA,3,4,NA,NA,1,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,4,3,3,4,4,2,2,NA,2,1,NA,NA,NA,1,1,1,1,1,1,1,1,66,6,5,7,7,2,7,3,2,NA,4,2,3,5,NA,2,1,5,3,2,3,4,2,3,4,2,3,2,3,3,2,NA,NA,3,9,NA,3,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,3,2,2,3,NA,NA,NA,7,NA,5,47,2,4,3,NA,NA,2,11,60,55,60,20,19,16,22,1,40,60,50,30,40,40,10,5,6,1,1,3,3,3,28,3,11,97,6,1,4,2,3,NA,NA,NA,NA,8,2,1,25,1,1,NA,NA,NA,NA,NA,NA,1,1,17,1,"44",5,NA,3,2,3,1,1,2,135,1,2,22,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1461",1745,536,5,4,19,NA,NA,NA,NA,NA,4,2,NA,NA,NA,4,4,NA,NA,2,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,3,2,2,3,4,2,1,NA,4,4,NA,NA,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,5,NA,5,NA,5,NA,1,3,3,4,2,3,2,4,4,4,4,2,2,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,2,3,5,NA,NA,3,NA,1,NA,5,1,5,NA,NA,1,97,70,60,80,NA,75,30,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,7,97,97,2,1,2,3,4,NA,NA,NA,NA,8,8,8,30,2,1,NA,NA,NA,NA,NA,NA,27,1,12,2,"73",5,NA,2,1,4,1,1,2,135,1,2,22,3,9,2,NA,92,3,1,3,2,5,5,5,5,5,5,20,2,5,1,1,5,1,3,2,30,1,12,2,1,2,4,2
"1462",1746,NA,3,3,1,NA,NA,NA,NA,NA,2,3,NA,NA,NA,2,3,NA,NA,1,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,2,4,3,2,3,3,3,NA,4,4,NA,NA,NA,1,7,5,6,5,4,3,3,59,8,7,7,8,5,8,5,4,4,1,2,1,2,1,2,1,5,5,5,5,3,3,1,2,2,3,3,1,1,1,NA,5,8,6,8,6,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,3,2,2,3,3,2,NA,3,NA,1,1,5,1,5,NA,NA,1,1,100,100,100,NA,40,30,34,NA,100,100,100,100,75,50,50,10,10,7,7,8,6,5,28,2,1,1,2,1,2,4,3,NA,NA,NA,NA,8,2,1,53,2,2,NA,NA,NA,NA,NA,NA,25,2,12,2,"61",1,NA,4,4,3,1,1,1,351,1,2,22,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1463",1747,1241,2,2,17,NA,NA,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,4,2,2,3,2,2,3,NA,1,3,NA,NA,NA,3,6,2,5,1,1,3,2,59,6,1,4,4,3,8,5,1,1,6,2,1,2,1,1,2,5,1,5,5,2,5,8,2,1,2,1,2,2,4,NA,9,6,4,5,5,7,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,1,3,1,3,5,NA,NA,5,NA,5,3,1,NA,5,NA,NA,4,12,100,50,50,0,35,20,18,3,75,75,80,20,20,0,0,5,8,7,5,4,1,1,28,2,12,99,9,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,38,1,1,NA,NA,NA,NA,NA,NA,1,1,18,1,"02",3,NA,4,3,3,1,1,1,392,1,2,22,3,6,1,12,32,4,6,4,1,5,5,3,5,4,2,19,3,2,5,2,4,1,4,2,38,1,18,1,1,16,4,2
"1464",1748,NA,5,4,21,NA,NA,NA,NA,NA,4,3,NA,NA,NA,2,1,NA,NA,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,4,4,3,3,3,2,2,NA,3,3,NA,NA,NA,1,7,7,4,6,8,7,4,59,8,9,4,5,4,9,8,6,5,6,3,2,1,2,1,2,2,3,2,2,3,4,3,2,1,2,1,2,1,1,NA,6,10,3,5,5,8,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,2,1,2,5,NA,NA,4,NA,5,1,3,2,5,NA,NA,1,4,100,100,100,40,35,23,20,10,100,40,30,0,80,90,0,6,7,5,2,8,7,1,31,11,12,98,5,2,3,1,4,NA,NA,NA,NA,1,2,1,18,2,1,NA,NA,NA,NA,NA,NA,61,9,12,2,"Y5",4,NA,4,3,2,1,1,1,392,1,2,22,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1465",1749,397,4,4,20,NA,NA,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,2,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,1,1,1,4,1,4,1,NA,3,3,NA,NA,NA,1,4,1,6,1,8,5,10,65,1,4,6,1,8,5,4,1,8,5,2,3,3,2,2,1,2,2,2,2,2,3,4,2,3,3,1,1,1,1,NA,8,8,3,5,8,10,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,5,NA,2,1,2,1,NA,6,NA,3,10,1,8,5,NA,NA,1,6,80,40,60,20,30,20,30,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,7,2,2,4,3,1,NA,NA,NA,NA,8,8,8,30,4,1,NA,NA,NA,NA,NA,NA,1,1,12,2,"00",3,NA,5,9,2,1,4,2,247,1,2,22,3,6,1,13,90,4,6,4,1,1,5,5,5,5,5,19,5,5,5,3,5,3,3,2,30,1,12,2,1,2,4,2
"1466",1750,752,3,3,23,NA,NA,NA,NA,NA,2,1,NA,NA,NA,2,4,NA,NA,1,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,1,4,4,4,4,1,4,NA,2,3,NA,NA,NA,2,9,5,2,2,3,7,2,59,9,7,2,9,5,10,7,2,5,4,1,3,3,1,1,3,5,3,2,4,1,5,2,1,1,1,2,1,1,1,NA,8,7,6,7,6,8,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,1,2,3,2,1,2,NA,5,NA,5,1,5,2,5,NA,NA,3,1,100,70,0,NA,40,18,14,NA,90,0,0,80,0,70,0,8,1,1,9,7,8,5,30,2,1,1,2,1,2,4,3,NA,NA,NA,NA,1,2,1,58,4,27,NA,NA,NA,NA,NA,NA,26,27,16,1,"41",2,NA,4,4,3,1,3,1,339,1,2,22,3,3,1,1,19,2,2,3,1,3,5,5,5,4,5,18,5,3,3,4,5,4,1,2,58,1,15,1,1,4,4,2
"1467",1751,NA,3,2,43,NA,NA,NA,NA,NA,1,3,NA,NA,NA,2,2,NA,NA,2,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,3,1,3,2,2,2,3,NA,2,4,NA,NA,NA,3,5,3,7,3,3,3,3,61,3,4,5,2,2,6,2,2,2,2,2,1,2,1,2,1,5,3,5,3,3,5,1,2,2,2,2,2,2,1,NA,5,6,3,4,7,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,4,NA,3,NA,4,NA,NA,3,NA,1,NA,6,2,4,NA,NA,1,2,100,80,90,NA,20,15,15,NA,20,50,50,50,60,40,60,5,5,8,5,5,5,5,29,3,2,1,2,2,1,4,3,NA,NA,NA,NA,1,2,1,49,3,70,78,NA,NA,NA,NA,NA,70,70,12,NA,"22",2,NA,5,8,2,1,2,1,131,1,2,22,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1468",1752,821,2,3,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,3,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,4,2,4,2,2,2,3,NA,2,3,NA,NA,NA,3,7,6,2,6,1,4,1,59,7,5,1,1,1,8,4,5,2,1,1,3,1,3,1,3,3,5,5,3,3,3,1,4,4,3,2,1,2,2,NA,3,6,4,4,5,8,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,1,2,5,NA,NA,3,NA,5,3,5,2,3,NA,NA,1,1,70,50,30,NA,35,20,15,NA,70,40,50,70,60,60,40,8,2,2,5,2,7,1,27,2,1,2,1,1,4,2,3,NA,NA,NA,NA,1,1,1,40,1,1,NA,NA,NA,NA,NA,NA,56,1,20,1,"",2,NA,6,4,2,1,1,1,82,1,2,22,3,8,1,1,15,4,1,3,1,1,1,2,4,4,5,20,5,5,2,2,5,2,1,1,40,1,20,1,1,4,4,2
"1469",1753,109,5,3,17,NA,NA,NA,NA,NA,2,3,NA,NA,NA,3,4,NA,NA,1,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,4,3,3,2,2,2,1,NA,3,4,NA,NA,NA,2,4,1,8,1,5,5,5,61,1,1,6,5,5,10,6,1,5,3,5,NA,5,NA,2,1,2,3,2,2,3,4,2,2,1,1,2,2,1,3,NA,8,8,3,6,5,5,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,NA,5,NA,2,1,3,1,NA,4,NA,5,1,5,9,5,NA,NA,1,2,70,50,80,NA,24,18,32,NA,0,50,0,0,50,0,0,5,8,3,2,5,7,1,28,3,2,1,2,2,1,3,4,NA,NA,NA,NA,1,2,1,48,2,1,NA,NA,NA,NA,NA,NA,61,61,17,1,"41",3,NA,4,5,2,1,1,1,351,1,2,22,3,7,1,13,45,3,2,4,2,2,5,4,5,5,4,18,5,5,4,4,4,2,4,1,48,1,17,1,1,30,3,2
"1470",1754,NA,3,2,5,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,1,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,3,1,3,3,2,2,2,NA,3,3,NA,NA,NA,3,7,6,5,5,1,2,4,59,5,7,4,3,4,7,5,5,4,6,1,2,1,2,1,2,2,3,3,3,3,2,3,2,2,2,2,3,3,3,NA,5,5,4,5,7,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,2,3,2,3,2,3,NA,3,NA,4,3,3,4,3,NA,NA,1,1,100,40,60,NA,35,25,14,NA,50,70,60,50,70,30,10,4,5,3,5,5,4,5,27,2,3,97,5,3,1,2,4,NA,NA,NA,NA,8,8,1,20,1,1,NA,NA,NA,NA,NA,NA,2,54,12,2,"Y1",3,NA,3,5,4,1,2,1,82,1,2,22,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1471",1755,236,4,4,30,NA,NA,NA,NA,NA,3,4,NA,NA,NA,3,3,NA,NA,1,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,3,4,3,2,3,2,2,NA,2,1,NA,NA,NA,1,5,1,8,1,3,1,10,65,3,3,7,4,3,7,3,5,3,4,2,1,2,1,2,1,2,2,2,2,3,3,3,2,2,3,2,2,2,3,NA,10,7,1,4,10,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,2,3,2,3,2,3,NA,5,NA,5,1,5,2,5,NA,NA,1,7,60,30,70,10,43,15,18,13,35,70,30,20,60,60,50,2,6,8,8,8,4,3,31,3,7,98,5,2,1,3,4,NA,NA,NA,NA,8,8,1,18,3,1,NA,NA,NA,NA,NA,NA,1,1,12,2,"44",1,NA,6,4,2,1,2,1,392,1,2,22,3,6,1,1,21,2,1,3,2,2,2,2,2,2,1,20,4,3,4,5,3,2,2,1,19,1,12,1,1,31,3,2
"1472",1756,110,2,3,1,NA,NA,NA,NA,NA,2,4,NA,NA,NA,2,1,NA,NA,1,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,3,4,3,4,2,2,3,NA,1,2,NA,NA,NA,2,10,9,2,8,1,1,4,59,10,9,4,10,4,10,1,8,3,2,1,3,1,3,1,3,5,2,2,2,2,2,1,2,1,1,2,1,1,1,NA,3,10,3,5,8,10,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,1,2,1,2,NA,2,NA,5,1,6,4,5,NA,NA,3,1,100,50,0,NA,40,20,10,NA,100,50,0,50,0,80,50,10,1,1,5,1,10,3,32,2,1,2,1,1,4,2,3,NA,NA,NA,NA,1,2,1,53,2,1,NA,NA,NA,NA,NA,NA,70,70,12,2,"30",2,NA,4,3,3,1,1,2,360,1,2,22,3,8,1,1,15,2,5,4,1,3,4,2,5,5,5,19,2,5,5,3,5,3,1,1,53,1,12,2,1,30,3,2
"1473",1757,NA,3,3,8,NA,NA,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,4,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,4,2,4,1,4,NA,1,3,NA,NA,NA,2,7,6,5,5,1,1,1,59,6,6,1,4,3,10,1,1,1,5,2,3,3,1,3,1,5,4,5,5,4,5,8,4,1,4,1,1,1,1,NA,5,7,4,5,5,10,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,4,NA,1,2,5,NA,NA,3,NA,5,2,5,2,5,NA,NA,1,1,100,100,50,NA,36,20,18,NA,100,50,30,75,0,40,60,10,5,1,6,1,4,5,27,2,1,3,4,2,1,4,3,NA,NA,NA,NA,1,3,1,45,2,1,NA,NA,NA,NA,NA,NA,25,25,16,1,"02",1,NA,6,6,2,1,1,1,333,1,2,22,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
